Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
1975.1.57,False,True,458997,Robert Lehman Collection,Painting,Madonna and Child with Saints Mary Magdalen and Sebastian,Italian,,,,,Artist,,Icilio Federico Ioni,"Italian, Siena 1866–1946 Siena",,"Ioni, Icilio Federico",Italian,1866      ,1946      ,"15th century style, made in the late 19th to early 20th century",1880,1946,"Tempera on wood, gold ground",Overall 43 1/8 x 28 1/2 in. (109.5 x 72.4 cm); painted surface 39 1/4 x 24 5/8 in. (99.7 x 62.5 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/458997,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.58,True,True,458998,Robert Lehman Collection,Altarpiece fragment,The Assumption of the Virgin,,,,,,Artist,,Bernardo Daddi,"Italian, Florence (?) ca. 1290–1348 Florence",(possibly with workshop assistance),"Daddi, Bernardo",Italian,1290      ,1348      ,ca. 1337–39,1334,1342,"Tempera on wood, gold ground",42 1/2 x 53 7/8 in. (108 x 136.8 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/458998,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.59,False,True,458999,Robert Lehman Collection,Painting,Madonna and Child Enthroned,,,,,,Artist,Workshop of,Bernardo Daddi,"Italian, Florence (?) ca. 1290–1348 Florence",,"Daddi, Bernardo",Italian,1290      ,1348      ,ca. 1335–39,1333,1341,"Tempera on wood, transferred to canvas and laid down on wood, gold ground",10 1/8 x 3 3/4 in. (25.7 x 9.5 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/458999,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.60,False,True,459000,Robert Lehman Collection,Painting,The Nativity,,,,,,Artist|Former Attribution,Follower of,Maestro Daddesco|Bernardo Daddi,"Italian, Florence, active ca. 1320–40|Italian, Florence (?) ca. 1290–1348 Florence",,"Daddesco, Maestro|Daddi, Bernardo",Italian|Italian,1320      |1290      ,1340      |1348      ,ca. 1320–40,1317,1343,"Tempera on wood, gold ground","Overall, with engaged frame, 11 5/8 x 8 3/8 in. (29.5 x 21.3 cm); painted surface 8 1/2 x 6 7/8 in. (21.6 x 17.5 cm)","Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459000,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.61,False,True,459001,Robert Lehman Collection,Painting,The Nativity,"Italian, Florence",,,,,Artist,,Workshop of Botticelli,"Italian, Florentine, 1444/45–1510",,"Botticelli, Workshop of",Italian,1444      ,1510      ,late 15th century,1471,1500,Tempera and gold on wood,30 1/2 x 22 1/2 in. (77.5 x 57.2 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459001,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.62,False,True,459002,Robert Lehman Collection,Painting,The Vision of Saint Catherine of Alexandria,"Italian, Florence",,,,,Artist,,Master of the Orcagnesque Misericordia,"Italian, Florence, active second half 14th century",,Master of the Orcagnesque Misericordia,Italian,1350      ,1399      ,second half 14th century,1350,1400,"Tempera on wood, gold ground",8 1/4 x 13 1/2 in. (21 x 34.3 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459002,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.63,False,True,459003,Robert Lehman Collection,Painting,Saint Philip,,,,,,Artist,,Spinello Aretino (Spinello di Luca Spinelli),"Italian, born Arezzo 1345–52, died 1410 Arezzo",,Spinello Aretino (Spinello di Luca Spinelli),Italian,1345      ,1410      ,1384–85,1384,1385,Tempera and gold on wood,"Overall, excluding 1 1/8 in. (2.9 cm) of frame at bottom, 20 3/4 x 7 3/8 in. (52.7 x 18.7 cm); painted surface, excluding 5/8 in. (1.5 cm) of titulus, 18 1/8 x 5 3/8 in. (46 x 13.7 cm)","Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459003,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.64,False,True,459004,Robert Lehman Collection,Painting,"A Saint, Possibly James the Greater",,,,,,Artist,,Spinello Aretino (Spinello di Luca Spinelli),"Italian, born Arezzo 1345–52, died 1410 Arezzo",,Spinello Aretino (Spinello di Luca Spinelli),Italian,1345      ,1410      ,1384–85,1384,1385,Tempera and gold on wood,Overall 20 5/8 x 7 1/8 in. (52.4 x 18.1 cm); painted surface 18 1/4 x 5 3/8 in. (46.4 x 13.7 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459004,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.65,False,True,459005,Robert Lehman Collection,Painting,The Crucifixion,,,,,,Artist,,Andrea di Cione (Orcagna),"Italian, Florence 1315/20–1368 Florence",", and workshop","Cione, Andrea di (Orcagna)",Italian,1315      ,1368      ,ca. 1365,1360,1370,"Tempera on wood, gold ground",54 1/8 x 32 1/4 in. (137.5 x 81.9 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459005,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.65a–f,False,True,459006,Robert Lehman Collection,Painting,Six Angels,,,,,,Artist,,Jacopo di Cione,"Italian, Florence, active ca. 1360–1400",,Jacopo di Cione,Italian,1355      ,1400      ,ca. 1365,1360,1370,"Tempera on wood, gold ground",Top left 9 3/4 x 3 7/8 in. (24.8 x 9.8 cm); center left 11 1/8 x 5 1/4 in. (28.3 x 13.3 cm); bottom left 9 7/8 x 3 7/8 in. (25.1 x 9.8 cm); top right (9 3/4 x 3 7/8 in. (24.8 x 9.8 cm); center right 11 1/8 x 5 1/4 in. (28.3 x 13.3 cm); bottom right 10 x 3 7/8 in. (25.4 x 9.8 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459006,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.66,True,True,459007,Robert Lehman Collection,Painting,The Nativity,,,,,,Artist,,Lorenzo Monaco (Piero di Giovanni),"Italian, Florence (?) ca. 1370–1425 Florence (?)",,Lorenzo Monaco (Piero di Giovanni),Italian,1370      ,1425      ,ca. 1406–10,1403,1413,"Tempera on wood, gold ground",8 3/4 x 12 1/4 in. (22.2 x 31.1 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459007,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.67,False,True,459008,Robert Lehman Collection,Painting,The Crucified Christ between the Virgin and Saint John the Evangelist,,,,,,Artist,,Lorenzo Monaco (Piero di Giovanni),"Italian, Florence (?) ca. 1370–1425 Florence (?)",,Lorenzo Monaco (Piero di Giovanni),Italian,1370      ,1425      ,ca. 1406,1403,1409,"Tempera on wood, gold ground","Overall, including gable, 33 5/8 x 14 1/2 in. (85.4 x 36.8 cm)","Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459008,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.68,False,True,459009,Robert Lehman Collection,Painting,Saints John the Baptist and Matthew,,,,,,Artist,,Bicci di Lorenzo,"Italian, Florence 1373–1452 Florence",,Bicci di Lorenzo,Italian,1373      ,1452      ,possibly 1433,1428,1438,"Tempera on wood, gold ground",48 5/8 x 29 in. (123.5 x 73.7 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459009,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.69,False,True,459010,Robert Lehman Collection,Triptych,"Madonna and Child Enthroned with Saints Peter, Bartholomew, Catherine of Alexandria, and Paul, and (below) the Nativity; left wing (top to bottom): Annunciatory Angel, Crucified Christ with the Virgin, Saints Mary Magdalen and John, and Christ as the Man of Sorrows; right wing (top to bottom): Virgin Annunciate, Saints Onophrius and Paphnutius, and Saint Onophrius Buried by Saint Paphnutius.",Italian,,,,,Former Attribution|Former Attribution|Artist,,Tommaso del Mazza|Master of Santa Verdiana|Matteo di Pacino,"Italian, active Florence, late 14th century|documented 1359–1394",,"Tommaso del Mazza|Master of Santa Verdiana|Pacino, Matteo di",Italian|Italian,1375      |1359      ,1399      |1394      ,ca. 1380–90,1380,1390,"Tempera on wood, gold ground",Central panel 17 1/2 x 8 in. (44.5 x 20.3 cm); left wing 16 7/8 x 4 1/2 in. (42.9 x 11.4 cm); right wing 17 1/8 x 4 5/8 in. (43.5 x 11.7 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459010,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.70A,False,True,459011,Robert Lehman Collection,Painting,Male Saint,"Italian, Florence",,,,,Artist,,Workshop of Fra Filippo Lippi,"Italian, Florence ca. 1406–1469 Spoleto",,"Lippi, Fra Filippo, Workshop of",Italian,1406      ,1469      ,ca. 1447–1469,1444,1472,Tempera and gold on wood,19 x 5 in. (48.3 x 12.7 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459011,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.70B,False,True,459012,Robert Lehman Collection,Painting,Saint Bernard of Clairvaux,"Italian, Florence",,,,,Artist,,Workshop of Fra Filippo Lippi,"Italian, Florence ca. 1406–1469 Spoleto",,"Lippi, Fra Filippo, Workshop of",Italian,1406      ,1469      ,ca. 1447–1469,1444,1472,Tempera and gold on wood,19 x 5 in. (48.3 x 12.7 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459012,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.71,False,True,459013,Robert Lehman Collection,Painting,The Archangel Raphael and Tobias,,,,,,Artist,Workshop of,Neri di Bicci,"Italian, Florence 1419–1491 Florence",,Neri di Bicci,Italian,1419      ,1491      ,early to mid-1460s,1460,1467,Tempera and gold on wood,"Overall, with engaged frame, 11 7/8 x 9 1/8 in. (30.2 x 23.2 cm); painted surface 10 3/8 x 7 1/2 in. (26.4 x 19.1 cm)","Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459013,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.72,False,True,459014,Robert Lehman Collection,Painting,The Archangel Raphael and Tobias,,,,,,Artist,,Neri di Bicci,"Italian, Florence 1419–1491 Florence",,Neri di Bicci,Italian,1419      ,1491      ,possibly 1457–63,1439,1491,Tempera and gold on wood,Overall 7 3/4 x 5 3/4 in. (19.7 x 14.6 cm); painted surface 7 3/8 x 5 1/2 in. (18.7 x 14 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459014,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.73,False,True,459015,Robert Lehman Collection,Painting,Madonna and Child with the Young Saint John the Baptist,,,,,,Artist,,Cosimo Rosselli,"Italian, Florence 1440–1507 Florence",,"Rosselli, Cosimo",Italian,1440      ,1507      ,ca. 1490,1487,1493,"Tempera, oil, and gold on wood",Overall 17 7/8 x 14 1/8 in. (45.4 x 35.9 cm); painted surface 17 1/4 x 13 1/2 in. (43.8 x 34.3 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459015,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.74,True,True,459016,Robert Lehman Collection,Painting,The Annunciation,,,,,,Artist,,Botticelli (Alessandro di Mariano Filipepi),"Italian, Florence 1444/45–1510 Florence",,Botticelli (Alessandro di Mariano Filipepi),Italian,1444      ,1510      ,ca. 1485,1482,1488,Tempera and gold on wood,7 1/2 x 12 3/8 in. (19.1 x 31.4 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459016,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.75,False,True,459017,Robert Lehman Collection,Painting,The Rape of Lucretia,,,,,,Artist,,Master of Marradi,"Italian, Florence, active late 15th/early 16th century",,Master of Marradi,Italian,1475      ,1525      ,late 15th–early 16th century,1471,1535,Tempera and gold on wood,Overall 15 3/4 x 27 3/4 in. (40 x 70.5 cm); painted surface 15 1/8 x 27 1/2 in. (38.4 x 69.9 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459017,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.76,False,True,459018,Robert Lehman Collection,Painting,The Funeral of Lucretia,,,,,,Artist,,Master of Marradi,"Italian, Florence, active late 15th/early 16th century",,Master of Marradi,Italian,1475      ,1525      ,late 15th–early 16th century,1471,1535,Tempera and gold on wood,Overall 15 5/8 x 27 1/2 in. (39.7 x 69.9 cm); painted surface 15 x 27 1/8 in. (38.1 x 68.9 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459018,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.77,False,True,459019,Robert Lehman Collection,Painting,The Annunciation,,,,,,Artist,,Alesso di Benozzo,"Italian, Florence, 1473–1528",,Alesso di Benozzo,,1473      ,1528      ,ca. 1480–1500,1475,1505,Tempera and gold on wood,Overall 16 1/4 x 14 5/8 in. (41.3 x 37.1 cm); painted surface 16 x 14 1/8 in. (40.6 x 36 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459019,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.78,False,True,459020,Robert Lehman Collection,Painting,Madonna and Child Enthroned with Two Donors,,,,,,Artist,,Lorenzo Veneziano,"Italian, Venice, active 1356–72",,Lorenzo Veneziano,Italian,1356      ,1372      ,ca. 1360–65,1355,1365,"Tempera on wood, gold ground",42 5/8 x 25 7/8 in. (108.3 x 65.7 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459020,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.79,False,True,459021,Robert Lehman Collection,Painting,The Flagellation,"Italian, Romagna",,,,,Artist,,Master of Forlì,"Italian, Romagna, active first half 14th century",,Master of Forlì,Italian,1300      ,1350      ,first half 14th century,1300,1349,"Tempera on wood, gold ground",Overall: 7 3/4 x 5 1/4 in. (19.7 x 13.3 cm); Painted Surface (excluding painted borders): 7 3/8 x 4 5/8 in. (18.7 x 11.7 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459021,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.80,False,True,459022,Robert Lehman Collection,Painting,The Entombment,"Italian, Romagna",,,,,Artist,,Master of Forlì,"Italian, Romagna, active first half 14th century",,Master of Forlì,Italian,1300      ,1350      ,first half 14th century,1300,1349,"Tempera on wood, gold ground",Overall: 8 x 5 1/8 in. (20.3 x 13 cm); Painted Surface (excluding painted borders): 7 3/8 x 4 7/8 in. (18.7 x 12.4 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459022,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.81,False,True,459023,Robert Lehman Collection,Painting,Madonna and Child,,,,,,Artist,,Giovanni Bellini,"Italian, Venice, active by 1459–died 1516 Venice",,"Bellini, Giovanni",Italian,1459      ,1516      ,ca. 1470,1467,1473,"Tempera, oil, and gold on wood",21 1/4 x 15 3/4 in. (54 x 40 cm) (31 x 26 inches framed),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459023,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.82,False,True,459024,Robert Lehman Collection,Painting,"The Madonna of Humility, the Annunciation, the Nativity, and the Pietà",,,,,,Artist,,Bartolomeo Vivarini,"Italian, active Venice 1450–91",,"Vivarini, Bartolomeo",Italian,1450      ,1491      ,ca. 1465,1462,1468,Tempera and gold on wood,"Central panel, overall 23 x 18 in. (58.4 x 45.7 cm); left panel, overall 22 3/8 x 9 1/2 in. (56.8 x 24.1 cm); right panel, overall 22 1/4 x 9 3/8 in. (56.5 x 23.8 cm);","Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459024,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.83,False,True,459025,Robert Lehman Collection,Painting,Madonna and Child Enthroned,,,,,,Artist|Former Attribution,Attributed to,Nicola di Maestro Antonio|Carlo Crivelli,"Italian (active Ancona), 1472–1510|Italian, Venice (?), active by 1457–died 1495 Ascoli Piceno",(?),"di Maestro Antonio|Crivelli, Carlo",Italian (active Ancona)|Italian,1472      |1457      ,1510      |1495      ,ca. 1475–90,1470,1480,"Tempera on wood, gold ground",55 1/2 x 23 3/8 in. (141 x 59.4 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459025,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.84,False,True,459026,Robert Lehman Collection,Painting,An Apostle,,,,,,Artist,,Carlo Crivelli,"Italian, Venice (?), active by 1457–died 1495 Ascoli Piceno",,"Crivelli, Carlo",Italian,1457      ,1495      ,ca. 1471–73,1468,1476,Tempera and gold on wood,"Arched top, 12 5/8 x 9 1/8 in. (32.1 x 23.2 cm)","Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459026,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.85,True,True,459027,Robert Lehman Collection,Painting,"Portrait of a Woman, Possibly a Nun of San Secondo; (verso) Scene in Grisaille",,,,,,Artist,,Jacometto (Jacometto Veneziano),"Italian, active Venice by ca. 1472–died before 1498",,Jacometto (Jacometto Veneziano),Italian,1472      ,1498      ,ca. 1485–95,1480,1500,Oil on wood; (verso: oil and gold on wood),"Overall 4 x 2 7/8 in. (10.2 x 7.3 cm); recto and verso, painted surface 3 3/4 x 2 1/2 in. (9.5 x 6.4 cm)","Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459027,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.86,True,True,459028,Robert Lehman Collection,Painting,Portrait of Alvise Contarini(?); (verso) A Tethered Roebuck,,,,,,Artist,,Jacometto (Jacometto Veneziano),"Italian, active Venice by ca. 1472–died before 1498",,Jacometto (Jacometto Veneziano),Italian,1472      ,1498      ,ca. 1485–95,1480,1500,Oil on wood; verso: oil and gold on wood,"Overall 4 5/8 x 3 3/8 in. ; recto, painted surface 4 1/8 x 3 1/8 in.; verso, painted surface 4 3/8 x 3 1/8 in.","Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459028,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.87,False,True,459029,Robert Lehman Collection,Painting,"The Molo, Venice, from the Bacino di San Marco",,,,,,Artist,,Luca Carlevaris,"Italian, Udine 1663/65–1730 Venice",,"Carlevaris, Luca",Italian,1663      ,1730      ,ca. 1709,1706,1712,Oil on canvas,19 7/8 x 47 1/8 in. (50.5 x 119.7 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459029,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.88,False,True,459030,Robert Lehman Collection,Painting,"The Bacino, Venice, with the Dogana and a Distant View of the Isola di San Giorgio",,,,,,Artist,,Luca Carlevaris,"Italian, Udine 1663/65–1730 Venice",,"Carlevaris, Luca",Italian,1663      ,1730      ,ca. 1709,1706,1712,Oil on canvas,20 x 47 1/8 in. (50.8 x 119.7 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459030,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
